68 1165.82000 1675.68000 0
69 925.68000 2105.32000 1
70 775.84000 2125.06000 1
71 795.70000 1345.98000 1
72 535.56000 2135.78000 1
73 195.06000 2105.92000 0
74 885.90000 1435.48000 1
75 755.77000 2255.02000 1
76 385.04000 1325.75000 1
77 375.93000 1555.05000 1
78 595.44000 1845.45000 1
79 705.16000 2125.03000 1
80 555.67000 1235.05000 1
81 1015.23000 2225.76000 0
82 1105.49000 2035.90000 0
83 885.04000 1805.97000 1
84 515.05000 1365.21000 1
85 855.64000 1945.44000 1
86 665.35000 1405.90000 1
87 255.57000 1355.36000 1
88 145.80000 1495.30000 1
89 665.64000 1735.87000 1
90 745.36000 2155.36000 1
91 95.46000 1465.86000 0
92 715.93000 1625.16000 1
93 535.08000 2115.91000 1
94 75.35000 2285.76000 0
95 165.54000 2105.21000 0
96 595.38000 1715.75000 1
97 835.90000 1355.02000 1
98 15.37000 1855.97000 0
99 1035.86000 1465.05000 1
100 786.00000 1775.01000 1
101 135.92000 1905.39000 0
102 955.27000 1655.72000 1
103 445.57000 1925.80000 1
104 1175.46000 1785.15000 0
105 315.05000 1795.06000 1
106 355.01000 1205.51000 1
107 955.39000 1865.81000 1
108 525.99000 1805.60000 1
109 1185.05000 1205.70000 0
110 505.25000 1815.97000 1
111 355.15000 1785.15000 1
112 835.08000 1205.44000 1
113 65.49000 2205.20000 0
114 105.79000 2185.93000 0
115 635.44000 1985.89000 1
116 445.14000 1545.58000 1
117 505.32000 2175.29000 1
118 455.09000 1875.33000 1
119 645.25000 1705.20000 1
120 325.71000 1815.34000 1
121 555.32000 1985.48000 1
122 265.41000 1495.54000 1
123 1185.42000 1325.51000 0
124 865.56000 2155.78000 1
125 135.48000 1365.72000 1
126 515.91000 1405.36000 1
127 835.83000 1305.73000 1
128 205.34000 2055.28000 0
129 455.60000 2225.11000 1
130 1125.12000 2035.93000 0
131 615.68000 1765.13000 1
132 865.72000 1945.53000 1
133 705.06000 1325.04000 1
134 815.84000 2105.22000 1
135 905.07000 2005.87000 1
136 455.97000 2185.83000 1
137 755.60000 2045.51000 1
138 405.65000 1475.01000 1
139 855.37000 1755.53000 1
140 155.49000 1585.70000 1
141 495.04000 1645.96000 1
142 695.31000 1945.87000 1
143 355.37000 1795.91000 1
144 945.73000 1225.11000 1
145 705.17000 1895.32000 1
146 1105.98000 1765.91000 0
147 995.26000 1655.64000 1
148 315.49000 1475.10000 1
149 905.36000 1885.15000 1
150 235.94000 1545.76000 1
151 205.74000 1615.12000 1
152 85.21000 2035.16000 0
153 335.93000 2285.44000 1
154 375.59000 1605.12000 1
155 625.51000 1365.99000 1
156 865.54000 1545.43000 1
157 145.67000 1775.50000 0
158 515.06000 2005.98000 1
159 1055.94000 1695.39000 0
160 1025.70000 1405.64000 1
161 535.04000 2005.41000 1
162 45.86000 2225.51000 0
163 865.04000 2145.99000 1
164 615.43000 1275.12000 1
165 1095.24000 1355.79000 0
166 185.71000 1425.64000 1
167 465.29000 1825.02000 1
168 435.75000 1435.97000 1
169 715.42000 2205.05000 1
170 545.13000 1315.10000 1
171 1065.61000 1805.52000 0
172 1065.10000 1455.26000 1
173 1155.44000 1495.58000 0
174 735.21000 1555.10000 1
175 425.87000 2275.70000 1
176 875.65000 1685.53000 1
177 425.69000 1655.56000 1
178 695.47000 1295.40000 1
179 55.48000 1215.35000 0
180 1085.41000 1375.73000 0
181 705.29000 2045.38000 1
182 335.60000 1515.78000 1
183 15.28000 1845.19000 0
184 515.27000 1845.89000 1
185 455.92000 1465.75000 1
186 65.26000 1315.27000 0
187 355.43000 1695.36000 1
188 715.40000 1835.38000 1
189 615.90000 1655.67000 1
190 835.39000 2255.22000 1
191 715.34000 1345.05000 1
192 1065.84000 2005.23000 0
193 185.54000 1435.39000 1
194 835.37000 1235.69000 1
195 1135.89000 2185.26000 0
196 825.47000 1385.39000 1
197 25.58000 1375.97000 0
198 75.98000 1695.16000 0
199 1175.03000 1965.13000 0
200 5.37000 1205.67000 0
201 885.46000 1515.39000 1
202 935.73000 1735.44000 1
203 785.02000 1905.32000 1
204 135.73000 1985.06000 0
205 195.13000 2065.19000 0
206 685.22000 1465.23000 1
207 485.28000 1665.95000 1
208 585.02000 2035.97000 1
209 455.45000 1595.65000 1
210 495.54000 2005.13000 1
211 135.84000 1695.55000 0
212 355.39000 1605.66000 1
213 65.62000 1875.57000 0
214 235.96000 1505.93000 1
215 805.03000 1725.50000 1
216 655.76000 1365.97000 1
217 895.21000 1325.21000 1
218 935.51000 1935.34000 1
219 1045.27000 1855.32000 1
220 895.39000 2065.55000 1
221 975.97000 1485.44000 1
222 605.59000 1565.26000 1
223 415.04000 1985.05000 1
224 705.42000 1805.99000 1
225 715.30000 1955.94000 1
226 265.88000 2065.87000 0
227 815.26000 1985.83000 1
228 155.80000 1995.08000 0
229 1035.02000 1515.72000 1
230 415.18000 1835.68000 1
231 605.21000 1295.28000 1
232 635.84000 1395.86000 1
233 55.43000 1875.08000 0
234 655.25000 1885.28000 1
235 235.82000 2155.46000 0
236 875.94000 1335.44000 1
237 625.53000 1615.81000 1
238 705.47000 1525.17000 1
239 785.31000 1675.42000 1
240 315.71000 2045.55000 1
241 1035.29000 1395.21000 1
242 695.11000 1615.42000 1
243 625.78000 1465.57000 1
244 825.24000 1645.44000 1
245 785.78000 1715.91000 1
246 325.77000 1585.88000 1
247 55.74000 1945.99000 0
248 465.50000 1645.77000 1
249 765.51000 1775.45000 1
250 105.02000 1655.74000 0
251 565.66000 1725.81000 1
252 535.07000 1495.27000 1
253 1035.85000 1645.41000 1
254 1035.32000 1375.12000 1
255 205.95000 1535.86000 1
256 975.31000 1365.09000 1
257 975.76000 1835.92000 1
258 115.33000 2065.74000 0
259 375.42000 1885.69000 1
260 865.87000 2025.97000 1
261 915.75000 1705.89000 1
262 395.78000 1665.35000 1
263 665.51000 1395.46000 1
264 985.36000 1975.13000 1
265 585.09000 2115.33000 1
266 555.67000 2065.98000 1
267 155.32000 1745.62000 0
268 85.61000 1975.95000 0
269 485.59000 1615.88000 1
270 625.19000 2065.54000 1
271 725.75000 1875.03000 1
272 345.12000 2195.25000 1
273 725.46000 1685.09000 1
274 525.39000 1995.72000 1
275 225.11000 1525.65000 1
276 155.91000 1866.00000 0
277 815.86000 1415.11000 1
278 395.17000 1795.21000 1
279 915.42000 1335.70000 1
280 745.85000 1875.18000 1
281 535.34000 2035.34000 1
282 95.37000 1975.33000 0
283 355.21000 1505.32000 1
284 935.03000 1315.24000 1
285 1155.16000 1585.25000 0
286 295.19000 2125.80000 1
287 805.90000 1755.86000 1
288 355.92000 1595.84000 1
289 1095.16000 1575.54000 0
290 775.47000 1425.11000 1
291 726.00000 1895.25000 1
292 1055.99000 1655.54000 1
293 645.35000 2185.77000 1
294 745.83000 1535.66000 1
295 535.27000 1715.17000 1
296 245.18000 1655.43000 1
297 715.53000 1845.27000 1
298 685.11000 1605.33000 1
299 125.56000 2015.42000 0
300 835.21000 1455.71000 1
301 125.06000 1455.92000 1
