3.50000 8.50000 0.50000 -0.69031 -1.43953 -1.95996 -2.41217 0.60706 0.45149 0.06669 -0.69463 -1.98735
9.50000 2.50000 5.50000 -0.37186 0.24043 0.72248 0.38795 -0.59644 -0.45962 -0.76346 -0.10897 1.17861
3.50000 3.50000 3.50000 -0.21470 0.06271 0.89647 0.47351 -0.41546 -0.67521 -0.61120 -0.53047 1.54242
5.50000 6.50000 2.50000 0.29237 0.11304 -0.62801 -0.16467 0.32887 0.59852 0.58420 0.59745 -1.25110
4.50000 9.50000 0.50000 -1.37220 -1.01522 -1.81191 -2.43267 -0.20861 0.48598 -0.88891 -0.06116 -1.79223
2.50000 5.50000 3.50000 -0.85962 -0.69031 -0.75542 -1.32283 -0.19003 -0.01638 -0.69258 -0.39940 -0.44447
0.50000 4.50000 0.50000 -0.06271 -0.39885 -0.37186 -0.49538 0.23564 0.01915 0.11357 -0.33336 -0.31183
4.50000 4.50000 8.50000 -0.26631 0.01253 -0.51808 -0.45136 -0.10903 0.35282 -0.13678 0.43397 -0.78242
8.50000 9.50000 8.50000 -0.08784 -0.29237 -0.89647 -0.76816 0.28073 0.47821 0.26600 0.21791 -1.26332
7.50000 0.50000 6.50000 0.89647 0.78919 1.05812 1.58602 0.10079 -0.14189 0.61200 0.32809 0.86502
9.50000 3.50000 4.50000 -0.11304 -0.26631 -0.18912 -0.33206 0.08466 -0.04431 -0.03460 -0.25631 -0.08230
7.50000 6.50000 0.50000 0.37186 -0.31864 -0.69031 -0.41415 0.62854 0.38756 0.76172 -0.03261 -1.06996
3.50000 8.50000 3.50000 0.75542 -0.37186 0.59776 0.54783 0.67921 -0.55111 0.75968 -1.10659 0.99283
0.50000 2.50000 1.50000 0.16366 -0.01253 0.37186 0.30731 0.05698 -0.25902 0.06480 -0.31124 0.57217
2.50000 3.50000 0.50000 0.48173 1.95996 1.25357 2.17366 -0.88336 0.37487 -0.12630 2.04314 0.49322
0.50000 5.50000 9.50000 -0.65884 -0.18912 -0.48173 -0.75475 -0.34073 0.12848 -0.61110 0.14704 -0.42606
9.50000 6.50000 3.50000 -0.89647 -1.15035 -0.82389 -1.65420 0.02888 -0.26124 -0.65332 -1.05369 -0.20921
0.50000 8.50000 1.50000 0.45376 0.08784 0.65884 0.69561 0.18112 -0.36104 0.30360 -0.40386 0.87267
7.50000 7.50000 9.50000 0.06271 -0.97411 0.01253 -0.53066 0.54418 -0.61170 0.19853 -1.51754 0.70898
2.50000 6.50000 5.50000 -1.20036 -0.75542 -0.97411 -1.67528 -0.38977 0.04727 -1.02437 -0.29589 -0.63678
5.50000 4.50000 7.50000 -1.69540 1.20036 0.03761 -0.16857 -2.02643 0.42791 -2.27020 2.04223 -0.17891
1.50000 6.50000 8.50000 0.39886 0.16366 -0.21470 0.17495 0.29695 0.33706 0.55428 0.35932 -0.63250
8.50000 0.50000 9.50000 0.59776 1.25357 0.82389 1.55686 -0.32963 0.27480 0.27003 1.25376 0.24327
0.50000 5.50000 5.50000 -1.31058 -0.08784 -0.29237 -0.92348 -0.97664 -0.06655 -1.50328 0.24846 0.06364
5.50000 0.50000 4.50000 1.59819 0.13830 1.59819 1.90641 0.89059 -0.83566 1.36257 -1.16075 1.98650
2.50000 8.50000 9.50000 0.42615 -0.56805 0.34513 0.10371 0.56339 -0.54242 0.47174 -1.18177 0.83499
1.50000 3.50000 1.50000 -0.13830 0.69031 2.17009 1.66373 -0.96255 -1.22830 -1.07620 -0.50489 3.19817
3.50000 6.50000 4.50000 0.11304 0.31864 -0.31864 0.05106 0.00467 0.46252 0.21910 0.71106 -0.81339
2.50000 5.50000 7.50000 -0.53884 -0.13830 -0.26631 -0.52932 -0.31625 0.01907 -0.54989 0.05230 -0.14578
1.50000 4.50000 9.50000 -0.72248 1.37220 1.10306 1.10021 -1.54991 -0.09594 -1.48688 1.40223 1.12284
8.50000 7.50000 1.50000 -0.31864 -0.06271 -0.03761 -0.22827 -0.22420 -0.06696 -0.37265 -0.02688 0.10104
9.50000 7.50000 5.50000 0.08784 -0.45376 0.18912 -0.10375 0.26013 -0.41260 0.09631 -0.84790 0.61598
8.50000 6.50000 1.50000 -1.43953 -1.20036 -0.78919 -1.94918 -0.40450 -0.41548 -1.33314 -1.08629 0.09001
4.50000 8.50000 4.50000 -1.15035 -2.57583 -2.17009 -3.45080 0.85079 -0.18788 -0.27836 -2.23322 -1.33651
7.50000 1.50000 2.50000 1.15035 1.31058 0.56805 1.72525 0.15872 0.60224 1.04392 1.45775 -0.43688
7.50000 9.50000 6.50000 -0.59776 -0.62801 -1.51410 -1.61355 0.16936 0.64268 -0.09068 0.21812 -1.86554
7.50000 8.50000 5.50000 0.97411 -0.53884 -0.06271 0.16006 1.09681 -0.11848 1.30064 -0.90881 -0.07892
8.50000 9.50000 5.50000 1.10306 -0.34513 -0.45376 0.10183 1.19492 0.32204 1.58262 -0.34064 -0.92738
8.50000 1.50000 4.50000 1.37220 0.75542 0.16366 1.26860 0.71764 0.59720 1.54246 0.86937 -0.79472
0.50000 8.50000 0.50000 -0.42615 -1.10306 -1.20036 -1.60901 0.48148 0.13661 0.06521 -0.76583 -1.05435
7.50000 8.50000 1.50000 -0.03761 -1.25357 -1.05812 -1.40471 0.84800 0.00327 0.51275 -1.15192 -0.85090
1.50000 9.50000 3.50000 1.31058 -0.65884 0.06271 0.34442 1.40844 -0.22912 1.68603 -1.22887 0.09347
7.50000 4.50000 9.50000 -1.01522 0.51007 -0.13830 -0.32210 -1.07060 0.24648 -1.27202 1.01937 -0.22564
8.50000 8.50000 8.50000 -0.18912 -1.69540 -1.59819 -2.07542 1.07040 0.10587 0.58488 -1.41828 -1.37965
6.50000 1.50000 1.50000 0.24043 -0.11304 -0.42615 -0.20086 0.35446 0.29423 0.47300 0.10792 -0.72635
7.50000 4.50000 5.50000 -0.62801 0.62801 -0.11304 -0.03282 -0.81486 0.37055 -0.81668 1.13285 -0.41504
7.50000 8.50000 0.50000 -0.78919 -1.59819 -2.57583 -2.93547 0.74658 0.79924 0.19613 -0.47579 -2.87069
6.50000 4.50000 3.50000 -1.10306 0.21470 0.26631 -0.29346 -1.08600 -0.26108 -1.49505 0.27928 0.70458
6.50000 7.50000 7.50000 -0.01253 -0.82389 0.11304 -0.42061 0.38235 -0.60630 0.04813 -1.34985 0.79652
9.50000 3.50000 0.50000 0.31864 -0.21470 -0.24043 -0.10519 0.42856 0.10370 0.51320 -0.19476 -0.36877
6.50000 1.50000 9.50000 0.21470 0.97411 0.39886 0.92966 -0.40832 0.35169 -0.00904 1.18331 -0.12358
3.50000 2.50000 3.50000 -0.39886 0.26631 0.53884 0.27616 -0.58998 -0.30934 -0.73121 0.06878 0.86072
5.50000 1.50000 4.50000 0.85962 0.65884 -0.08784 0.78676 0.39875 0.63527 1.01404 0.97050 -0.95461
1.50000 8.50000 4.50000 -0.56805 -1.95996 -1.31058 -2.25432 0.82445 -0.34557 0.04102 -1.98779 -0.55945
4.50000 4.50000 8.50000 -0.24043 0.01253 -0.53884 -0.45043 -0.08279 0.37311 -0.09689 0.44583 -0.82710
9.50000 4.50000 0.50000 0.69031 1.01522 1.81191 2.07232 -0.35779 -0.60558 0.04388 0.15143 2.04592
1.50000 3.50000 6.50000 1.69540 2.17009 2.57583 3.74972 -0.28521 -0.27611 0.85397 1.24325 2.10867
2.50000 6.50000 6.50000 0.56805 0.43772 0.21470 0.68866 0.19983 0.21545 0.56727 0.44578 -0.17392
9.50000 6.50000 6.50000 1.25357 0.85962 1.43953 2.05010 0.27416 -0.32223 0.90219 0.11159 1.32118
1.50000 1.50000 8.50000 1.95996 0.59776 0.62801 1.77166 1.17946 0.25137 2.11675 0.21090 -0.11878
7.50000 6.50000 8.50000 0.82389 0.48173 0.31864 0.91345 0.36607 0.21012 0.83968 0.40463 -0.12738
1.50000 2.50000 0.50000 2.57583 2.57583 1.95997 4.07496 0.38046 0.60148 2.12479 2.20607 0.44405
3.50000 3.50000 4.50000 0.93459 1.10306 1.15035 1.84689 -0.04821 -0.00692 0.58418 0.73951 0.77624
1.50000 4.50000 7.50000 -0.51007 1.69540 1.01522 1.34813 -1.51774 0.21195 -1.23212 1.93738 0.65859
2.50000 0.50000 8.50000 1.01522 -0.72248 0.75542 0.57617 1.03703 -0.84514 1.06758 -1.79587 1.41708
2.50000 5.50000 1.50000 -0.75542 -0.48173 -0.72248 -1.12519 -0.21708 0.10874 -0.60264 -0.11540 -0.58084
8.50000 2.50000 5.50000 -0.97411 0.18912 0.08784 -0.34987 -0.92510 -0.11944 -1.26479 0.35386 0.37441
7.50000 3.50000 9.50000 -0.93459 0.89647 0.78919 0.51642 -1.41235 -0.19640 -1.57057 0.92589 1.02243
1.50000 7.50000 9.50000 -0.34513 -0.89647 -0.59776 -1.07517 0.30581 -0.17407 -0.08755 -0.89877 -0.22171
4.50000 5.50000 8.50000 0.03761 0.37186 0.48173 0.53364 -0.26819 -0.12209 -0.18224 0.21711 0.52322
6.50000 8.50000 8.50000 0.13830 -2.17009 -1.37220 -2.04220 1.53178 -0.30599 0.96687 -2.35751 -0.77502
4.50000 1.50000 4.50000 1.20036 1.43953 0.93459 2.05228 0.05080 0.41546 0.95149 1.38186 0.06691
6.50000 4.50000 4.50000 -0.45376 -0.16366 -0.56805 -0.68443 -0.16366 0.24619 -0.32769 0.22307 -0.66711
4.50000 8.50000 3.50000 0.51007 -0.59776 0.69031 0.34247 0.56915 -0.80706 0.44979 -1.49097 1.40618
2.50000 1.50000 1.50000 -0.29237 0.29237 -0.01253 0.00931 -0.38861 0.14263 -0.39521 0.49873 -0.12646
9.50000 3.50000 2.50000 -0.16366 -0.42615 -0.39885 -0.58129 0.17188 0.00440 0.00209 -0.34270 -0.29932
4.50000 1.50000 7.50000 0.18912 0.93459 1.31058 1.45252 -0.61815 -0.36666 -0.37852 0.45850 1.44956
